ts-inside-payment-service_f,ts-preserve-other-service_f,ts-notification-service_f,ts-admin-user-service_f,ts-auth-service_f,ts-user-service_f,ts-route-plan-service_f,ts-travel-plan-service_f,ts-food-map-service_f,ts-food-service_f,ts-admin-basic-info-service_f,ts-contacts-service_f,ts-config-service_f,ts-execute-service_f,ts-cancel-service_f,ts-order-service_f,ts-admin-order-service_f,ts-preserve-service_f,ts-security-service_f,ts-order-other-service_f,ts-rebook-service_f,ts-seat-service_f,ts-admin-route-service_f,ts-basic-service_f,ts-ticketinfo-service_f,ts-station-service_f,ts-price-service_f,ts-route-service_f,ts-train-service_f,ts-admin-travel-service_f,ts-travel2-service_f,ts-travel-service_f
2,0,0,0,0.0,0.0,0,0.0,0,0.0,1,0.08064301983291579,0.08778385197645078,0,0,0.0,0,0.0,0.0,2.0,1.335694340370497,0.28232034063641237,0,1,1.0,1.5769077511294127,0.6506689471487953,0.3106803056653207,0.015243301223900815,0,0.15068953567616974,0.0560483557293475
2,0,0,0,-0.5998887315395506,-4.993210643773189e-16,1,0.3257291666666675,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.4230656874721789,0.0,0.8278361769451488,0.12976823106394242,0,0.006061544390712437,0.4912557785124781
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,2.0,2.0,0.28232034063641237,2,2,0.9999734369127514,1.0,0.6082550705524152,2.5955842300496155,1.001002948070912,0,0.20588557150723824,0.1003053625805084
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.812862802382874,0.0,0,0,0.0,0.0,0.39174492944758477,0.0,-0.0014880257225066698,0,5.895624005945472e-05,-0.11700400848673818
2,0,0,0,0.0,0.0,0,0.0,0,0.0,1,0.08064301983291579,0.08778385197645078,0,0,0.0,0,0.0,0.0,0.0,0.0,-0.28232034063641237,0,0,0.0,0.14518399681853023,0.04241387659638007,0.37863938866935865,0.41024546492225455,0,-0.14335033358677593,-0.021658034192078842
2,0,0,0,0.0,2.4980018054066022e-15,0,0.0,0,0.0,0,-0.08064301983291579,-0.08778385197645078,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.14515743542012177,-0.3465414118725877,0.0,0.0,0,0.0,-0.04571747381444547
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-0.3465414118725877,0.0,0.0,0,0.02608755003241496,0.0006608042620734889
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,-0.08064301983291579,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.348023258334201,0,0,0.0,-0.14515743542012177,-0.6082550705524152,0.0,-0.0014880257225066698,0,0.6016470196594208,-0.00030918587592462105
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,-0.10318128340607022,-0.587599469760622,0.0,0.0,0.0,0,1,0.6666489580977517,0.9999734386015915,0.3041275352762076,0.3106803056653207,-0.01618796589933491,0,-0.014979505943511821,0.13743778762260253
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,-0.08064301983291579,0.0,0,0,0.0,0,-0.16215672451747162,-0.030340674138197257,0.0,-1.335694340370497,0.0,0,0,0.0,0.0,0.39174492944758477,0.0,0.0,0,0.07758848331796486,0.0
2,0,0,1,0.5998887315395506,0.9999999999999973,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.11704194765116624,2.0,1.335694340370497,0.28232034063641237,0,0,0.0,0.0,-0.3041275352762076,0.37863938866935865,0.0,0,0.13734439957357591,-0.056596981846559424
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,-0.08778385197645078,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0015468721514246913,0,-0.027127076033326054,0.03282158770153526
2,2,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.3146645330894953,0.0,0.0,0.0,0,2,0.9999734369127514,0.9999734386015915,1.3041275352762076,0.6213606113306414,1.001002948070912,0,0.023237440708469635,-0.015892649418768445
2,0,0,0,0.0,0.0,0,0.0,0,0.0,1,0.08064301983291579,0.08778385197645078,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0.9999734369127514,0.9999734386015915,0.9547964824250029,1.3443276461097025,0.017568870847863606,1,0.9935706861763517,0.11466405118445411
2,0,0,0,-0.5998887315395506,-4.993210643773189e-16,0,0.0,0,0.0,0,-0.08064301983291579,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2,2.0,0.9999734386015915,0.3041275352762076,0.6213606113306414,0.04484219373124806,0,0.0363696708272587,0.11277376177460123
2,0,0,0,0.0,4.9404924595819466e-15,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.6561398408458553e-05,0.0,0.0,0.0,0,0.0,0.0036090124959479303
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,-0.08064301983291579,0.0,0,0,0.0,0,-0.16215672451747162,-0.030340674138197257,0.0,0.0,0.0,0,0,0.0,2.6561398408458553e-05,0.0,0.37863938866935865,0.0,0,0.00512408676250933,0.02217694919981946
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-0.14004681072568687,-0.001293086201184672,0,1,0.6666489580977517,1.0,0.6110447115310322,-0.3106803056653207,0.9986773784469501,0,-0.0493345601708467,-0.08338218425911678
2,0,1,2,1.1997774630791012,1.9999999999999944,0,0.0,0,0.0,1,0.08064301983291579,0.08778385197645078,0,0,0.0,0,0.10318128340607022,0.019305950501283406,0.0,0.6643056596295029,0.0,0,2,0.9999734369127514,0.9999734386015915,0.9547964824250029,0.6213606113306414,0.016080845125356936,0,0.022640047730049788,0.0742605053191833
2,0,0,0,0.0,0.0,0,-0.651458333333335,0,0.0,1,0.08064301983291579,0.08778385197645078,0,0,0.0,0,0.0,0.0,0.0,-1.335694340370497,-0.651976741665799,0,0,0.0,0.14515743542012177,0.7382863413201725,0.0,0.0004850776515946322,0,-0.30536232156219106,-0.24610142591592368
2,0,0,0,0.0,0.0,2,0.651458333333335,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,2.0,1.335694340370497,0.28232034063641237,0,0,0.0,0.4230656874721789,0.39174492944758477,0.30280934650196456,-0.41024546492225455,0,0.1786598572112444,2.2071644311377363
2,0,0,0,0.0,0.0,0,0.0,0,0.0,1,0.08064301983291579,0.08778385197645078,0,0,0.0,0,0.0,0.0,0.0,-0.14004681072568687,0.0,0,0,0.0,-0.2779082520520571,0.3465414118725877,0.0,0.41024546492225455,0,-0.016254107538218685,0.7242754574386074
2,0,0,0,-0.5998887315395506,-4.993210643773189e-16,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.6643056596295029,0.0,0,2,0.9999734369127514,1.0,1.0,0.6213606113306414,0.9995149223484053,1,0.9448817111213242,-0.013951939289478382
2,0,0,0,0.0,0.0,0,0.0,0,0.0,2,0.08064301983291579,0.17556770395290153,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.3333510419022483,0.14518399681853023,0.6930828237451754,-0.6213606113306414,0.0,0,0.059879014035829126,-0.023279018355969038
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.6561398408458553e-05,-0.6930828237451754,0.02577638128102558,0.0,0,0.026436379071495292,0.03447290337842176
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,-0.08064301983291579,0.0,0,0,2.0,0,0.16215672451747162,0.5986341933975359,0.0,0.8043524703551899,0.001293086201184672,0,0,0.0,2.6561398408458553e-05,0.0,0.37863938866935865,0.0,0,0.005729683446145025,0.055139699951135095
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.11704194765116624,0.0,0.0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.9762891412448328,0.6157667715621559
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,-0.17556770395290153,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.14515743542012177,-0.3465414118725877,0.0,-0.0010029480709120376,1,0.9612454955890648,-0.0017127031171876306
2,0,0,0,0.0,0.0,0,1.6742708333333325,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,-0.28232034063641237,0,0,0.0,2.6561398408458553e-05,-0.6082550705524152,0.4122867291137404,-0.0014880257225066698,0,-0.048993440594347654,1.428407855054749
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,-0.08064301983291579,0.0,0,0,2.0,0,0.16215672451747162,0.5986341933975359,0.0,0.14004681072568687,0.001293086201184672,0,0,0.0,2.6561398408458553e-05,-0.3465414118725877,0.0,0.0,0,0.0006055966836356948,-0.07868107904263408
2,0,0,0,0.0,0.0,2,0.651458333333335,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0.9999734369127514,0.8548160031814698,0.9151722468072399,0.2770329652209389,1.0040994752762193,0,0.05642304449212428,0.6898849163273486
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,-0.28232034063641237,0,0,0.0,0.0,0.6958724647237924,0.6893196943346793,1.0031482253253359,0,-0.13654945058344714,-0.0970721184574672
2,0,0,0,-0.5998887315395506,-4.993210643773189e-16,0,0.0,0,0.0,0,0.0,-0.08778385197645078,0,0,0.0,0,-0.16215672451747162,-0.030340674138197257,0.0,0.0,0.0,0,0,0.0,0.0,-0.3041275352762076,0.0,-0.0014880257225066698,0,5.895624005945472e-05,0.003745216377264028
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,-0.16215672451747162,-0.030340674138197257,0.0,0.0,0.0,0,2,0.9999734369127514,1.5769077511294127,0.6082550705524152,1.3106803056653207,1.0025498202223366,0,-0.00711580077230535,0.7861658601452783
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,-0.08064301983291579,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1.3333244788149998,0.9999734386015915,1.0,1.0,1.001002948070912,0,-0.019835292347313502,0.023007450905237585
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,-0.28232034063641237,0,0,0.0,-0.4230656874721789,-0.6082550705524152,0.0,0.0,0,-0.09259986864284404,0.0018977854901552557
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,2.0,1.335694340370497,0.2810272544352277,0,0,-0.9999734369127514,0.0,0.0,0.0,0.8782742988911476,0,0.0819487277206108,-0.16554093770270992
2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0000265630872487,2.6561398408458553e-05,-0.3465414118725877,0.4122867291137404,-0.12172570110885236,2,1.9476829361892025,0.02530451528552083
